GTCBSA,HEHOUSUT,HETENURE,HEFAMINC,PEEDUCA,PEMLR,PESEX,PEMARITL,PWCMPWGT,HRNUMHOU,PWFMWGT,PWLGWGT,PWORWGT,PWSSWGT,Year,Month
47900,1,2,12,44,1,1,6,414.0161,2,417.9605,0.0000,0.0000,417.9605,2011,jan
19740,1,1,16,-1,-1,1,-1,0.0000,4,2934.4438,0.0000,0.0000,2934.4438,2020,jan
39740,1,1,15,39,5,2,4,3109.8273,6,3082.6679,4414.9323,0.0000,3082.6679,2015,jan
31100,1,1,14,43,1,2,1,3428.2180,4,3440.0717,0.0000,0.0000,3440.0717,2014,jan
44140,1,1,16,46,1,2,1,3153.2836,3,3185.4100,4724.8517,12659.1188,3185.4100,2023,jan
13820,1,1,7,41,7,2,5,2326.8884,2,2320.1343,0.0000,0.0000,2320.1343,2023,jan
0,1,2,14,41,1,2,4,2826.2645,3,2892.4657,4290.3337,0.0000,2892.4657,2023,jan
37980,1,2,13,42,1,1,1,4119.3058,2,3944.6426,6102.9860,0.0000,4078.4183,2022,jan
0,1,2,7,-1,-1,1,-1,0.0000,3,410.6693,0.0000,0.0000,410.6693,2012,jan
17460,1,1,11,39,1,1,4,4131.4656,3,4069.2456,0.0000,0.0000,4069.2456,2021,jan
71650,1,1,14,40,1,2,1,2643.4849,4,2659.7429,3751.5275,10723.4738,2659.7429,2012,jan
41620,1,1,14,40,1,1,6,2327.6627,4,2375.8003,3444.6609,0.0000,2375.8003,2019,jan
19380,1,1,13,43,1,1,1,3227.1457,4,3363.5754,4701.1682,0.0000,3242.4197,2019,jan
28140,1,1,5,43,5,2,1,2815.7213,2,2846.0357,4022.5384,0.0000,2846.0357,2014,jan
35620,1,1,15,36,7,1,6,0.0000,4,9970.0012,0.0000,0.0000,9970.0012,2023,jan
19100,1,1,13,39,1,2,3,3147.0020,5,3154.9189,0.0000,0.0000,3154.9189,2014,jan
10180,1,1,15,43,1,2,1,3531.2643,3,3594.3879,0.0000,0.0000,3594.3879,2020,jan
35840,1,-1,11,39,1,1,4,5063.6606,2,5027.2620,0.0000,0.0000,5027.2620,2024,jan
31700,1,1,16,-1,-1,1,-1,0.0000,5,982.6662,0.0000,0.0000,982.6662,2020,jan
39580,1,1,15,-1,-1,1,-1,0.0000,4,6473.5054,0.0000,0.0000,6473.5054,2023,jan
29340,1,2,7,43,6,2,6,1764.2761,3,1718.0790,0.0000,0.0000,1718.0790,2021,jan
35620,1,1,14,-1,-1,1,-1,0.0000,3,3035.3467,0.0000,0.0000,3035.3467,2011,jan
43900,1,1,13,-1,-1,2,-1,0.0000,5,1719.4857,0.0000,0.0000,1719.4857,2012,jan
19100,1,1,15,44,1,1,1,3829.3243,2,3545.2640,5695.9968,14940.5225,3810.7960,2021,jan
0,1,1,8,39,1,2,1,274.2501,2,280.4332,395.9448,1242.3865,280.4332,2013,jan
20100,1,1,11,-1,-1,2,-1,0.0000,6,550.1680,0.0000,0.0000,550.1680,2019,jan
33460,1,1,16,36,1,1,6,3500.6951,3,3342.4142,4826.2021,0.0000,3342.4142,2017,jan
19740,1,2,16,36,1,2,6,2959.8281,5,2992.6020,4479.5211,0.0000,2992.6020,2022,jan
38300,1,1,13,39,3,2,1,2972.6705,3,2990.0199,4228.0107,0.0000,2990.0199,2010,jan
0,1,1,14,43,5,1,1,317.1120,2,371.6533,453.5415,1241.2848,320.5963,2013,jan
19820,1,1,12,46,1,2,1,2888.7635,4,3038.7580,4403.2879,0.0000,3038.7580,2019,jan
10900,1,1,8,40,1,2,4,2663.3120,1,2682.2871,3772.4518,0.0000,2682.2871,2011,jan
19740,1,1,12,39,7,2,6,3810.2391,3,3585.6694,5148.1786,0.0000,3585.6694,2016,jan
17820,1,1,14,-1,-1,2,-1,0.0000,3,2463.5844,0.0000,0.0000,2463.5844,2015,jan
38060,1,1,11,40,1,2,1,4014.7677,2,4037.2622,5678.1307,15412.5728,4037.2622,2011,jan
12060,5,2,8,39,1,1,2,3314.7224,4,3325.6581,4733.3193,13299.8131,3325.6581,2018,jan
39300,1,-1,16,42,1,1,6,1171.4819,4,1146.0401,1698.5964,4824.4295,1146.0401,2024,jan
0,1,2,11,-1,-1,2,-1,0.0000,3,4028.0605,0.0000,0.0000,4028.0605,2013,jan
41180,1,-1,4,41,1,2,6,4827.0918,6,4899.7150,7275.6897,0.0000,4899.7150,2024,jan
12540,1,1,15,42,1,2,1,3283.7682,5,3305.8788,4949.8526,12785.8341,3305.8788,2021,jan
41180,1,1,16,40,1,1,1,4866.0129,4,3695.9883,7227.6659,0.0000,4876.5036,2023,jan
16980,1,1,14,-1,-1,1,-1,0.0000,6,3966.5517,0.0000,0.0000,3966.5517,2018,jan
35300,1,2,2,37,1,1,4,2452.0069,2,2408.6894,3600.2680,9586.5990,2408.6894,2021,jan
28140,1,1,12,37,1,1,1,2005.6247,2,1378.7389,0.0000,0.0000,1944.8069,2010,jan
39580,1,2,16,44,1,1,2,3376.4132,1,3394.2063,5030.6924,13469.4035,3394.2063,2023,jan
12580,1,1,16,37,1,1,6,1390.0056,5,1511.3714,2138.1085,0.0000,1511.3714,2013,jan
23420,1,1,15,-1,-1,1,-1,0.0000,13,2817.9190,0.0000,0.0000,2817.9190,2014,jan
26980,1,1,15,43,1,2,1,2180.7381,2,2205.2759,0.0000,0.0000,2205.2759,2015,jan
0,1,2,1,39,1,1,1,2222.6122,3,2061.2959,0.0000,0.0000,2171.9452,2012,jan
12580,1,1,15,39,1,2,1,1815.1019,2,1834.9761,2594.7314,0.0000,1834.9761,2010,jan
41700,1,1,7,43,1,2,6,3631.0223,1,3645.5518,0.0000,0.0000,3645.5518,2011,jan
28140,1,2,11,40,1,1,4,1521.8758,1,1561.4145,0.0000,0.0000,1561.4145,2015,jan
0,1,2,8,40,1,1,6,1675.1928,1,1737.2900,0.0000,0.0000,1737.2900,2022,jan
41180,1,1,9,38,6,1,4,2512.3680,1,2532.5791,0.0000,0.0000,2532.5791,2010,jan
0,1,1,14,43,1,1,1,950.2597,2,814.0181,1357.0670,0.0000,939.1064,2020,jan
0,1,1,6,34,5,1,3,280.1108,1,276.8994,0.0000,0.0000,276.8994,2011,jan
0,1,1,15,-1,-1,1,-1,0.0000,3,3327.3237,0.0000,0.0000,3327.3237,2010,jan
19820,1,1,10,40,1,2,6,4315.0494,3,4365.7377,0.0000,0.0000,4365.7377,2021,jan
14260,1,1,15,44,1,2,1,880.5682,2,888.4405,1330.2512,3537.9250,888.4405,2021,jan
35620,1,1,7,43,5,2,3,3123.2174,1,3137.5882,0.0000,0.0000,3137.5882,2012,jan
35380,1,2,2,35,1,1,6,1747.6975,1,1764.4479,2511.2911,6876.0518,1764.4479,2018,jan
19820,1,1,9,-1,-1,1,-1,0.0000,7,2372.2368,0.0000,0.0000,2372.2368,2010,jan
46140,1,-1,13,39,5,2,1,2007.0801,5,2047.6950,3040.6652,0.0000,2047.6950,2024,jan
17140,1,1,16,-1,-1,2,-1,0.0000,8,2925.1679,0.0000,0.0000,2925.1679,2011,jan
16740,1,1,12,40,1,1,6,2800.4902,3,2758.3351,3999.2963,0.0000,2758.3351,2019,jan
41740,1,2,13,40,1,2,1,4908.7080,3,4977.3083,7452.4640,0.0000,4977.3083,2021,jan
77200,1,1,12,44,1,1,1,415.0242,2,419.5427,574.6258,0.0000,407.1398,2014,jan
0,1,1,13,44,1,2,1,3352.8468,2,3428.8701,4948.2573,0.0000,3428.8701,2020,jan
43620,1,1,13,39,1,1,1,346.1416,2,392.9147,494.0220,0.0000,349.2109,2013,jan
0,1,1,8,38,1,2,4,985.4952,1,990.2962,1421.8326,0.0000,990.2962,2016,jan
16980,1,2,7,34,7,1,6,0.0000,6,2649.9615,0.0000,0.0000,2649.9615,2012,jan
0,1,1,15,38,7,2,1,510.2688,3,491.3361,693.0222,0.0000,491.3361,2012,jan
38860,1,1,16,44,5,2,3,1659.1989,1,1695.0910,2537.3223,0.0000,1695.0910,2022,jan
35620,1,2,6,39,6,1,6,3643.7972,3,3759.9584,5306.7000,14362.5622,3759.9584,2014,jan
0,1,1,12,43,5,2,1,307.5469,2,318.6753,0.0000,0.0000,318.6753,2015,jan
12580,1,1,15,44,1,1,1,3140.5396,2,3509.1250,4568.5603,12685.9553,3163.9829,2017,jan
21660,1,2,11,42,1,1,6,2196.7711,3,2255.1032,0.0000,0.0000,2255.1032,2020,jan
0,1,1,14,37,1,1,1,336.5133,5,311.8762,493.9329,0.0000,342.0761,2017,jan
17820,1,1,15,37,7,1,6,2014.2509,6,2011.4540,2838.9098,0.0000,2011.4540,2014,jan
31140,1,1,16,-1,-1,1,-1,0.0000,5,4378.7319,0.0000,0.0000,4378.7319,2022,jan
26420,1,1,7,40,5,2,1,3301.9579,2,3279.8998,0.0000,0.0000,3279.8998,2023,jan
36740,1,1,12,43,1,1,6,3811.0331,1,3724.4604,0.0000,0.0000,3724.4604,2015,jan
0,1,1,13,-1,-1,1,-1,0.0000,4,453.9779,0.0000,0.0000,453.9779,2012,jan
0,1,1,14,-1,-1,1,-1,0.0000,5,1343.5564,0.0000,0.0000,1343.5564,2012,jan
0,1,1,8,41,5,1,4,386.1556,1,386.2906,578.0492,1538.9822,386.2906,2022,jan
0,1,1,8,35,1,2,6,1446.2919,4,1437.8109,0.0000,0.0000,1437.8109,2016,jan
0,1,1,8,39,1,1,1,376.9730,2,361.0318,545.2436,0.0000,380.9679,2015,jan
71650,1,1,16,40,1,2,1,2990.8777,5,3019.0832,0.0000,0.0000,3019.0832,2014,jan
33100,1,1,14,39,1,2,1,4244.6757,4,4256.5076,6371.4172,0.0000,4256.5076,2022,jan
19740,1,1,10,42,1,2,6,2101.5070,3,2050.8584,0.0000,0.0000,2050.8584,2014,jan
0,1,-1,16,39,5,2,1,602.3241,2,584.6192,868.1133,2386.4899,584.6192,2024,jan
20940,1,1,9,41,1,2,1,3941.6914,2,4080.9614,5756.1348,0.0000,4080.9614,2012,jan
46520,1,1,13,40,1,1,1,447.5786,6,464.9104,0.0000,0.0000,445.5236,2016,jan
0,1,1,16,43,1,2,1,3400.0402,5,3380.9057,5060.7593,13353.5387,3380.9057,2022,jan
0,1,1,11,39,7,1,1,750.1051,4,489.9031,0.0000,0.0000,775.0193,2021,jan
42660,1,1,11,40,5,2,3,2960.4922,1,2979.4310,4206.6705,0.0000,2979.4310,2013,jan
14460,1,1,15,43,4,1,6,2447.0101,4,2518.9890,0.0000,0.0000,2518.9890,2016,jan
0,1,-1,11,39,5,2,1,803.5530,2,825.5206,1225.8329,3183.7862,825.5206,2024,jan
0,1,1,13,-1,-1,2,-1,0.0000,4,1772.5430,0.0000,0.0000,1772.5430,2022,jan
37980,1,1,14,-1,-1,1,-1,0.0000,4,4666.7522,0.0000,0.0000,4666.7522,2018,jan
0,1,1,15,-1,-1,1,-1,0.0000,4,344.5750,0.0000,0.0000,344.5750,2013,jan
0,1,2,10,-1,-1,1,-1,0.0000,3,3793.9899,0.0000,0.0000,3793.9899,2019,jan
39300,1,1,15,-1,-1,1,-1,0.0000,3,644.8456,0.0000,0.0000,644.8456,2017,jan
0,1,1,14,-1,-1,2,-1,0.0000,3,453.1750,0.0000,0.0000,453.1750,2018,jan
31080,1,1,16,43,1,1,6,3037.0299,1,3022.6681,4367.9427,12161.9046,3022.6681,2020,jan
0,1,1,9,41,1,2,1,2169.1899,4,2114.1767,0.0000,0.0000,2114.1767,2018,jan
35620,1,1,15,39,1,2,6,2972.5930,5,2961.1788,4176.6983,0.0000,2961.1788,2012,jan
14460,1,1,15,36,7,1,6,811.9373,5,812.2533,1156.0582,3340.6559,812.2533,2018,jan
23420,1,2,2,35,7,1,6,0.0000,8,2359.2917,0.0000,0.0000,2359.2917,2012,jan
0,1,1,9,35,7,2,6,921.6261,3,915.8873,0.0000,0.0000,915.8873,2013,jan
37980,1,1,10,40,7,1,6,3254.9181,5,3243.2693,0.0000,0.0000,3243.2693,2015,jan
0,1,1,15,44,1,2,1,1300.8179,2,1347.5920,1902.6705,0.0000,1347.5920,2013,jan
24020,1,1,15,44,1,1,5,3064.1174,2,3116.9730,0.0000,0.0000,3116.9730,2015,jan
38860,1,-1,13,42,1,2,4,1651.9118,1,1682.3643,0.0000,6587.1124,1682.3643,2024,jan
0,1,1,15,40,4,2,1,282.7466,2,282.9809,399.1403,1172.2733,282.9809,2012,jan
12420,1,2,9,36,1,2,4,3967.8774,1,3976.8551,5954.4975,15711.3424,3976.8551,2021,jan
41860,1,2,15,-1,-1,2,-1,0.0000,3,4404.6538,0.0000,0.0000,4404.6538,2020,jan
0,1,1,13,39,7,2,1,1832.4787,4,1866.1754,2793.4126,0.0000,1866.1754,2022,jan
39300,1,2,9,43,1,1,6,1382.5011,3,1306.9565,0.0000,0.0000,1306.9565,2020,jan
22660,1,1,13,43,1,2,1,2890.8858,4,2994.9561,4283.7187,0.0000,2994.9561,2018,jan
41940,1,2,11,40,7,2,6,6259.4044,2,6181.4223,0.0000,0.0000,6181.4223,2021,jan
0,1,1,15,39,1,1,1,304.6728,3,302.3565,0.0000,0.0000,304.2035,2011,jan
41180,1,2,7,-1,-1,1,-1,0.0000,4,4063.4444,0.0000,0.0000,4063.4444,2022,jan
43780,1,1,13,40,1,2,1,2523.0608,2,2551.0195,3607.2462,10183.3358,2551.0195,2010,jan
0,1,1,6,34,5,1,1,374.0221,2,312.0271,533.0387,0.0000,376.7908,2013,jan
29820,1,-1,13,39,1,1,1,2386.6336,4,2009.0816,3461.9199,0.0000,2335.7514,2024,jan
41740,1,1,16,46,1,2,1,2772.5999,4,2803.0202,3961.7411,11090.7823,2803.0202,2014,jan
49340,1,1,16,43,5,2,1,2665.5574,4,2657.8887,3978.5006,0.0000,2657.8887,2022,jan
18580,1,1,13,39,1,1,6,3840.4305,5,3882.7928,0.0000,0.0000,3882.7928,2010,jan
38060,1,1,16,46,1,2,1,4063.6651,2,3981.6377,5959.9741,0.0000,3981.6377,2022,jan
41100,1,1,12,43,5,1,1,1697.8860,2,1384.3163,2506.5794,0.0000,1675.0619,2022,jan
0,1,2,3,40,1,2,6,2190.5611,1,2202.6101,3150.4174,0.0000,2202.6101,2018,jan
0,1,1,15,-1,-1,2,-1,0.0000,3,282.9020,0.0000,0.0000,282.9020,2011,jan
33100,1,2,9,40,1,2,2,4789.8258,3,4884.2246,7313.0909,19085.0993,4884.2246,2021,jan
45300,1,1,11,-1,-1,1,-1,0.0000,2,2714.3450,0.0000,0.0000,2714.3450,2011,jan
20500,1,1,16,43,1,2,6,4105.0845,2,4127.7376,6178.6660,0.0000,4127.7376,2022,jan
0,1,1,13,-1,-1,1,-1,0.0000,6,704.0742,0.0000,0.0000,704.0742,2015,jan
39580,1,1,16,40,1,1,1,3968.9715,2,4629.5037,5504.8701,0.0000,3900.3680,2014,jan
12060,1,2,7,44,2,2,6,3040.1265,1,3031.3086,4377.2036,0.0000,3031.3086,2017,jan
0,1,2,13,39,7,2,6,405.1016,5,397.7902,562.4917,0.0000,397.7902,2010,jan
28140,1,1,13,39,1,1,1,2616.0222,4,2443.6361,3714.8202,0.0000,2626.7403,2010,jan
40140,1,1,15,35,7,2,6,0.0000,5,1857.5268,0.0000,0.0000,1857.5268,2011,jan
31700,1,-1,15,40,6,1,5,1374.3857,5,1427.9987,0.0000,0.0000,1427.9987,2024,jan
20500,1,1,15,46,5,2,6,2829.4278,1,2808.8574,4022.7866,11293.9610,2808.8574,2015,jan
12620,5,1,10,40,1,2,6,1708.6373,1,1688.8674,2424.8168,0.0000,1688.8674,2016,jan
48620,1,2,5,36,1,2,6,2396.4394,1,2392.8040,3549.1960,0.0000,2392.8040,2023,jan
0,1,1,4,39,5,2,3,3181.1441,1,3198.4016,4787.5754,0.0000,3198.4016,2022,jan
25860,1,1,16,40,7,1,6,5035.6897,6,4976.0918,7375.2696,0.0000,4976.0918,2023,jan
16980,1,1,15,40,7,2,6,2988.9659,7,2943.6144,0.0000,0.0000,2943.6144,2010,jan
0,1,1,7,39,5,1,1,557.8565,2,575.6991,784.8006,0.0000,551.4055,2018,jan
14460,1,1,16,-1,-1,2,-1,0.0000,5,3481.3401,0.0000,0.0000,3481.3401,2020,jan
22220,1,2,6,-1,-1,2,-1,0.0000,5,1140.2837,0.0000,0.0000,1140.2837,2017,jan
47380,5,1,11,40,1,2,1,2616.3570,5,2631.3158,3700.7641,0.0000,2631.3158,2011,jan
16980,1,-1,10,-1,-1,1,-1,0.0000,5,4414.0146,0.0000,0.0000,4414.0146,2024,jan
35620,1,1,9,43,5,2,1,3488.1472,2,3595.5753,0.0000,14065.0641,3595.5753,2020,jan
0,1,1,15,35,7,1,6,400.6876,3,386.8891,560.9486,0.0000,386.8891,2019,jan
38060,1,1,13,39,1,2,1,3485.4175,2,3413.7157,0.0000,0.0000,3413.7157,2010,jan
35620,1,1,13,35,7,2,1,4174.8754,2,4441.0565,0.0000,0.0000,4441.0565,2019,jan
36100,1,1,10,41,6,1,1,3281.8720,2,3345.1177,0.0000,0.0000,3190.5553,2019,jan
30780,1,2,10,39,6,2,6,1586.6663,2,1515.4606,0.0000,0.0000,1515.4606,2021,jan
0,1,1,6,-1,-1,2,-1,0.0000,4,3244.4965,0.0000,0.0000,3244.4965,2012,jan
34580,5,1,14,-1,-1,1,-1,0.0000,4,6018.3100,0.0000,0.0000,6018.3100,2022,jan
38900,1,2,8,40,1,1,1,1933.9983,3,2012.5858,2690.5183,0.0000,1906.3141,2014,jan
33460,1,1,1,39,5,1,6,3525.5999,2,3396.1936,4903.8556,14484.6030,3396.1936,2017,jan
32820,1,2,2,36,6,2,6,5527.4347,2,5529.8429,7777.3425,0.0000,5529.8429,2011,jan
0,1,2,11,43,1,2,2,2749.1243,5,2673.5031,3874.0182,0.0000,2673.5031,2019,jan
41700,1,1,13,-1,-1,2,-1,0.0000,4,3235.5801,0.0000,0.0000,3235.5801,2015,jan
0,1,1,11,43,1,2,6,4639.2551,2,4615.8243,0.0000,0.0000,4615.8243,2019,jan
16980,1,-1,16,42,1,1,1,5300.1544,2,4692.0017,7923.5406,0.0000,5345.9992,2024,jan
19100,1,1,16,-1,-1,1,-1,0.0000,3,2828.4446,0.0000,0.0000,2828.4446,2012,jan
29820,1,1,14,36,7,2,6,907.3948,6,898.6769,0.0000,0.0000,898.6769,2011,jan
19660,1,1,3,39,5,1,4,3275.8717,2,3274.4944,0.0000,0.0000,3274.4944,2016,jan
0,1,1,9,41,6,2,6,1018.5234,4,1048.6203,1479.0632,0.0000,1048.6203,2012,jan
16740,1,1,16,43,1,1,1,2626.9374,5,3585.8913,0.0000,0.0000,2612.6866,2019,jan
42540,1,2,7,43,1,1,1,3262.2872,3,3227.2226,0.0000,0.0000,3281.2148,2016,jan
19740,1,1,13,-1,-1,1,-1,0.0000,6,2284.1262,0.0000,0.0000,2284.1262,2019,jan
37980,1,-1,16,41,1,1,1,5161.6367,2,5566.9286,7569.9314,0.0000,5107.4197,2024,jan
0,5,-1,8,39,5,2,3,1352.2646,1,1336.7792,1985.0115,5357.8561,1336.7792,2024,jan
47900,1,1,16,44,1,1,1,286.9111,3,276.4587,416.2096,0.0000,292.4313,2018,jan
29820,1,2,12,41,1,2,1,1759.7413,3,1733.4751,2479.4084,0.0000,1733.4751,2018,jan
33460,1,1,13,45,5,2,1,3495.9009,2,3385.0128,4887.9518,14037.4893,3385.0128,2017,jan
0,1,1,14,43,1,1,1,1527.2440,2,1873.0694,0.0000,0.0000,1503.3249,2020,jan
30780,1,1,7,39,5,2,1,1743.6277,2,1705.0558,2409.8969,6938.1388,1705.0558,2014,jan
29620,1,1,15,43,1,1,1,3714.0567,4,3391.2836,0.0000,0.0000,3749.5391,2021,jan
25180,7,1,11,36,1,2,6,1141.1813,4,1185.1218,1757.8663,4138.6172,1185.1218,2023,jan
0,1,1,14,41,1,2,1,4409.8051,4,4373.6766,6548.6535,0.0000,4373.6766,2021,jan
37980,1,1,14,40,1,1,1,6495.2331,2,5029.2981,9682.9013,0.0000,6470.7542,2022,jan
37980,1,1,13,43,1,2,6,4410.2603,4,4366.4949,6327.2345,0.0000,4366.4949,2019,jan
26420,1,1,5,39,5,2,3,3520.1021,2,3518.1788,5038.6617,0.0000,3518.1788,2015,jan
48140,1,1,16,45,1,1,1,2736.5736,5,2494.4964,3953.7779,10450.7613,2801.4474,2012,jan
0,1,1,16,44,1,2,1,371.8154,4,371.2986,536.1544,0.0000,371.2986,2017,jan
0,1,1,13,39,1,1,1,3350.8142,4,3529.7530,0.0000,0.0000,3300.0256,2010,jan
42660,1,1,7,43,5,2,3,3477.0124,2,3441.6953,5151.7533,13994.5579,3441.6953,2022,jan
48140,1,1,14,-1,-1,2,-1,0.0000,5,2981.3858,0.0000,0.0000,2981.3858,2023,jan
45060,1,1,14,40,7,2,6,3577.8510,5,3537.7321,5079.3519,0.0000,3537.7321,2016,jan
0,1,1,11,43,5,2,1,1121.6854,2,1077.5872,1556.0338,4504.0314,1077.5872,2017,jan
28140,1,1,15,40,1,1,1,1385.6263,2,1494.7593,2055.3691,5366.9061,1433.4657,2016,jan
0,1,-1,8,33,1,2,6,3739.0511,1,3710.5354,0.0000,0.0000,3710.5354,2024,jan
40900,1,-1,7,44,7,2,1,3780.0835,4,3698.5132,5492.0000,0.0000,3698.5132,2024,jan
0,1,1,13,39,1,1,1,3293.0606,3,3143.2130,4781.3962,13302.0517,3311.3836,2017,jan
