GTCBSA,HEHOUSUT,HETENURE,HEFAMINC,PEEDUCA,PEMLR,PESEX,PEMARITL,PWCMPWGT,HRNUMHOU,PWFMWGT,PWLGWGT,PWORWGT,PWSSWGT,Year,Month
11700,1,1,14,40,1,1,1,4122.3753,2,4768.9067,0.0000,0.0000,4108.2778,2022,jan
12060,1,1,11,40,7,2,1,3084.9635,4,3082.5743,4425.8523,0.0000,3082.5743,2016,jan
48620,1,1,14,43,1,2,1,1977.2962,3,1937.5090,0.0000,0.0000,1937.5090,2016,jan
16740,1,1,16,44,1,2,1,3989.9653,4,4003.8869,5938.8814,0.0000,4003.8869,2023,jan
27500,1,1,9,43,5,1,4,3537.9703,2,3334.6601,4942.4365,14060.5379,3334.6601,2023,jan
19740,1,1,14,43,7,2,1,3952.1226,3,3820.6021,5536.2128,15745.8020,3820.6021,2019,jan
39300,1,1,3,38,7,2,6,1310.0244,4,1312.8238,0.0000,0.0000,1312.8238,2016,jan
31460,1,1,16,44,1,2,1,3127.3497,2,3207.0520,4528.0495,12609.7741,3207.0520,2013,jan
41860,1,2,11,-1,-1,1,-1,0.0000,6,2463.6114,0.0000,0.0000,2463.6114,2017,jan
11540,1,1,12,39,5,2,1,3200.4914,2,3292.7331,4754.7001,0.0000,3292.7331,2017,jan
38220,5,1,15,-1,-1,1,-1,0.0000,4,1698.5759,0.0000,0.0000,1698.5759,2018,jan
16740,1,1,14,40,1,1,1,3078.1935,3,2919.5111,4366.1231,0.0000,3104.5624,2011,jan
14260,1,-1,12,-1,-1,1,-1,0.0000,5,731.1471,0.0000,0.0000,731.1471,2024,jan
14260,1,1,15,-1,-1,1,-1,0.0000,6,905.9491,0.0000,0.0000,905.9491,2023,jan
22500,5,1,3,40,4,2,6,3191.1699,4,3473.0456,5012.0077,0.0000,3473.0456,2020,jan
0,5,2,12,37,1,1,6,2977.5894,3,2974.3519,4298.1229,0.0000,2974.3519,2020,jan
0,1,2,12,39,7,2,6,2660.2980,2,2704.7134,4011.8445,0.0000,2704.7134,2023,jan
42540,1,1,14,44,1,1,1,3542.9794,3,3414.2755,5057.2662,14283.8192,3533.5697,2015,jan
33780,1,1,10,43,5,2,3,3864.4942,1,3819.0634,0.0000,0.0000,3819.0634,2021,jan
32780,1,1,15,44,5,2,1,2063.9708,2,2062.2170,0.0000,0.0000,2062.2170,2017,jan
24780,1,-1,11,40,6,2,3,4148.0623,2,4214.6661,0.0000,0.0000,4214.6661,2024,jan
0,1,1,16,-1,-1,2,-1,0.0000,2,267.4253,0.0000,0.0000,267.4253,2011,jan
38060,1,1,13,-1,-1,1,-1,0.0000,2,3360.5532,0.0000,0.0000,3360.5532,2010,jan
0,1,1,6,39,1,1,1,1211.4832,2,1129.6218,1745.8406,0.0000,1209.0920,2017,jan
0,1,1,15,43,1,2,6,3695.4937,4,3687.7813,5325.1488,0.0000,3687.7813,2017,jan
45300,1,2,7,40,1,2,4,3423.4596,1,3539.7011,0.0000,0.0000,3539.7011,2021,jan
44700,1,2,15,40,1,2,6,4622.0899,4,4627.5174,0.0000,0.0000,4627.5174,2022,jan
10180,1,1,8,43,1,2,3,3875.4673,1,3899.2737,5838.3357,0.0000,3899.2737,2021,jan
38860,1,1,15,36,7,1,6,1215.9743,4,1296.2050,1871.6254,4765.4241,1296.2050,2017,jan
12940,1,-1,11,39,5,2,1,1923.1899,2,1963.9886,2916.3679,0.0000,1963.9886,2024,jan
31700,1,1,13,40,5,2,3,863.6607,1,867.2888,0.0000,0.0000,867.2888,2018,jan
40140,1,1,16,39,1,2,1,4199.1614,2,4245.4931,6354.9300,0.0000,4245.4931,2022,jan
27780,1,1,11,43,1,1,6,3161.0991,3,3170.7432,4485.5901,0.0000,3170.7432,2013,jan
14860,1,2,12,36,7,1,6,2400.3861,3,2522.5789,0.0000,0.0000,2522.5789,2019,jan
26420,1,2,11,-1,-1,1,-1,0.0000,3,3509.3108,0.0000,0.0000,3509.3108,2016,jan
19100,1,2,5,42,7,1,4,3346.6053,1,3561.1738,5322.8864,0.0000,3561.1738,2021,jan
72400,1,1,14,-1,-1,1,-1,0.0000,3,361.8460,0.0000,0.0000,361.8460,2012,jan
0,1,2,8,34,1,1,6,1534.8812,4,1525.2859,0.0000,0.0000,1525.2859,2010,jan
35620,1,2,2,33,1,2,1,3322.5057,5,3458.9066,4966.1771,0.0000,3458.9066,2016,jan
34980,1,1,16,37,1,1,6,3771.8867,4,4384.1987,0.0000,0.0000,4384.1987,2022,jan
11340,1,1,11,39,6,2,1,2584.4310,2,2578.1535,0.0000,0.0000,2578.1535,2014,jan
33780,1,1,16,42,1,1,1,4183.1415,2,3251.6254,6393.1760,0.0000,4277.2302,2021,jan
0,1,1,9,44,6,2,6,592.9164,2,589.7721,831.8647,0.0000,589.7721,2012,jan
42660,1,2,7,-1,-1,2,-1,0.0000,4,7426.0214,0.0000,0.0000,7426.0214,2023,jan
71650,1,1,13,36,7,1,6,549.3753,3,544.8330,768.9414,0.0000,544.8330,2012,jan
16980,1,2,13,43,1,1,1,2601.0570,4,2391.9323,3736.9444,0.0000,2611.0458,2015,jan
0,1,1,10,40,7,2,1,1844.6724,3,1914.4004,2738.1880,0.0000,1914.4004,2018,jan
19100,1,2,10,39,1,1,4,2953.1220,2,2996.7033,0.0000,0.0000,2996.7033,2010,jan
16980,1,1,7,43,5,1,1,3831.0111,2,3015.2953,5361.8335,15534.2481,3587.2306,2021,jan
49340,1,1,16,-1,-1,1,-1,0.0000,3,2632.0911,0.0000,0.0000,2632.0911,2020,jan
0,1,1,12,44,5,1,3,3272.5407,2,3227.7043,0.0000,12917.5297,3227.7043,2019,jan
37980,1,-1,16,-1,-1,2,-1,0.0000,6,4487.2548,0.0000,0.0000,4487.2548,2024,jan
0,1,1,13,43,1,1,1,1526.3917,2,1408.4216,0.0000,0.0000,1531.2852,2022,jan
0,1,1,8,-1,-1,1,-1,0.0000,4,1147.2059,0.0000,0.0000,1147.2059,2015,jan
16980,1,1,12,40,1,1,1,4187.3860,5,4277.8633,5977.3586,0.0000,4168.7592,2016,jan
27260,1,1,13,39,1,2,1,3676.4217,2,3688.9507,5323.5837,0.0000,3688.9507,2020,jan
36540,1,2,14,-1,-1,2,-1,0.0000,4,1472.2981,0.0000,0.0000,1472.2981,2023,jan
17140,1,1,16,44,1,1,1,3802.6697,6,3615.2936,5505.1473,0.0000,3796.9282,2019,jan
0,1,1,16,-1,-1,1,-1,0.0000,6,988.5886,0.0000,0.0000,988.5886,2010,jan
18580,1,1,13,37,7,2,4,4242.0478,1,4277.4019,0.0000,0.0000,4277.4019,2021,jan
33700,1,2,15,40,7,1,6,4878.7697,5,5159.2577,7455.4472,0.0000,5159.2577,2020,jan
0,1,1,15,-1,-1,2,-1,0.0000,5,1491.5462,0.0000,0.0000,1491.5462,2014,jan
41860,1,1,16,43,7,2,1,3110.3458,4,3166.7373,4535.3347,0.0000,3166.7373,2015,jan
29180,1,1,9,39,5,1,6,1784.1125,1,1737.6775,2597.3066,7165.6575,1737.6775,2021,jan
28140,1,-1,13,39,1,1,1,2535.0096,9,3420.7978,3624.3688,0.0000,2445.3554,2024,jan
45300,6,1,6,32,5,1,1,3463.3075,2,3139.0801,4888.8485,0.0000,3463.8979,2014,jan
0,5,1,10,40,1,2,4,4587.7864,4,4623.3702,6699.4576,0.0000,4623.3702,2019,jan
31140,1,2,10,39,1,2,3,3211.8659,7,3255.3988,4697.9180,0.0000,3255.3988,2020,jan
37860,1,2,13,43,5,2,1,3082.8468,2,3118.4953,4477.4263,12316.4815,3118.4953,2016,jan
12220,1,1,13,39,7,1,6,1602.2701,5,1642.5858,2381.5769,0.0000,1642.5858,2019,jan
0,1,2,4,39,1,1,5,785.1865,4,781.0513,1132.4423,0.0000,781.0513,2019,jan
33100,1,1,4,39,5,1,1,3691.6118,4,4423.5255,5316.4073,0.0000,3666.7533,2019,jan
12940,1,2,12,41,1,1,1,1456.7652,4,1750.9897,2215.4976,0.0000,1482.2356,2021,jan
36420,1,2,11,43,1,1,4,1762.0005,1,1813.4357,0.0000,0.0000,1813.4357,2020,jan
29820,1,1,6,42,4,2,6,1205.9551,1,1200.2891,0.0000,0.0000,1200.2891,2010,jan
41860,1,1,16,43,1,1,1,3033.4320,2,3443.9233,4263.1865,0.0000,2995.3399,2018,jan
29820,1,1,14,40,5,2,1,1411.1933,2,1447.8798,2167.8930,5659.4498,1447.8798,2021,jan
14260,6,1,10,37,1,1,1,901.6563,2,959.8566,1276.2719,0.0000,904.3018,2012,jan
0,1,1,16,43,1,2,1,1048.6569,2,1051.7663,1574.3521,4064.7557,1051.7663,2022,jan
49020,1,-1,16,40,5,1,1,3723.0793,2,3608.3516,5447.8366,0.0000,3675.6460,2024,jan
14260,1,3,16,-1,-1,1,-1,0.0000,8,648.0848,0.0000,0.0000,648.0848,2017,jan
13820,1,-1,8,39,5,2,3,1800.5886,1,1756.7537,2608.6404,7134.1769,1756.7537,2024,jan
0,1,1,16,42,5,1,1,3305.9202,2,3456.0509,0.0000,0.0000,3258.4848,2023,jan
16980,1,2,12,40,2,1,6,4105.6366,5,4140.1213,6195.3189,0.0000,4140.1213,2022,jan
40140,1,1,15,44,1,1,1,2714.3076,2,2545.1344,3904.8478,10927.5688,2761.1083,2010,jan
46520,1,1,16,41,1,1,1,1323.6848,6,734.2871,0.0000,0.0000,1311.9047,2020,jan
17460,1,1,11,40,1,1,5,3159.8697,3,3216.0565,0.0000,0.0000,3216.0565,2012,jan
47900,1,2,15,43,1,1,1,481.9524,3,420.6464,0.0000,0.0000,501.5212,2014,jan
0,1,1,11,39,6,1,1,2894.8004,2,3006.0606,0.0000,0.0000,2915.7129,2012,jan
36540,1,1,15,44,1,1,1,883.7455,2,966.3836,1270.4476,0.0000,900.1508,2014,jan
37980,1,1,7,43,1,1,1,471.0559,2,455.8323,664.1693,0.0000,469.4835,2013,jan
40380,1,1,8,39,6,1,6,3730.9231,3,3753.9329,5372.6513,0.0000,3753.9329,2015,jan
35620,1,1,16,43,1,1,6,5384.3346,3,5306.2147,7931.1991,21522.8706,5306.2147,2021,jan
17660,1,1,6,43,5,2,3,835.3594,1,846.0398,1211.6804,0.0000,846.0398,2015,jan
15940,1,1,15,-1,-1,2,-1,0.0000,5,3950.0361,0.0000,0.0000,3950.0361,2017,jan
41740,1,2,15,-1,-1,2,-1,0.0000,5,4757.4554,0.0000,0.0000,4757.4554,2023,jan
11700,6,1,16,39,7,2,1,3167.0659,2,3101.4322,4361.9504,0.0000,3101.4322,2011,jan
35620,1,3,7,41,5,2,3,3523.4936,1,3513.5192,5091.2370,0.0000,3513.5192,2019,jan
15540,1,1,9,39,5,1,4,314.4720,1,307.9469,441.5484,0.0000,307.9469,2016,jan
0,1,1,12,39,1,1,1,578.0982,2,526.4198,0.0000,2422.4580,581.0785,2019,jan
38900,1,1,15,42,1,1,1,1817.8198,5,2007.8240,2521.0853,0.0000,1782.6533,2010,jan
0,1,2,4,42,7,1,1,310.0191,2,282.9809,406.9274,1155.2047,288.3282,2012,jan
16980,1,2,7,40,7,2,6,6428.9424,7,6664.9318,9569.2758,0.0000,6664.9318,2016,jan
0,1,1,14,34,7,2,6,0.0000,5,4375.9326,0.0000,0.0000,4375.9326,2020,jan
40140,5,1,15,36,1,2,2,4058.8928,6,4018.4281,5802.6022,15678.9631,4018.4281,2017,jan
0,1,3,11,39,7,2,1,679.0405,8,682.8558,0.0000,0.0000,682.8558,2022,jan
35620,1,2,16,43,1,2,1,2964.0966,2,2936.8549,4152.8333,0.0000,2936.8549,2010,jan
22220,1,1,16,43,1,2,1,1193.0204,2,1189.7994,1701.7831,4633.3594,1189.7994,2018,jan
0,5,1,6,-1,-1,1,-1,0.0000,6,1507.3586,0.0000,0.0000,1507.3586,2016,jan
71650,1,1,8,34,5,2,3,419.6734,3,422.8933,594.7703,0.0000,422.8933,2011,jan
16980,1,1,5,34,5,2,1,3054.6079,2,3095.9484,4354.2379,0.0000,3095.9484,2011,jan
0,1,2,6,40,1,1,6,1677.4293,2,1702.6097,0.0000,0.0000,1702.6097,2020,jan
0,1,1,10,40,2,1,6,1765.3656,4,1803.7647,2550.9418,0.0000,1803.7647,2010,jan
31140,1,1,14,43,4,1,1,3241.9560,4,2268.5659,4702.8321,0.0000,3325.3611,2010,jan
41620,1,-1,14,43,1,2,2,1585.2002,1,1631.2028,2422.2074,0.0000,1631.2028,2024,jan
0,1,1,14,37,7,2,1,3742.2006,4,3809.7504,0.0000,0.0000,3809.7504,2010,jan
25420,1,1,13,39,5,1,1,2666.6044,2,2977.6114,3763.0371,10609.0003,2666.2263,2014,jan
38900,1,2,12,40,1,1,6,3042.8062,2,2979.0715,0.0000,0.0000,2979.0715,2018,jan
12260,1,2,1,-1,-1,2,-1,0.0000,6,2867.5641,0.0000,0.0000,2867.5641,2015,jan
14460,1,1,15,44,5,1,1,724.4137,2,698.2310,0.0000,0.0000,702.7663,2016,jan
26180,1,2,11,-1,-1,1,-1,0.0000,6,745.1493,0.0000,0.0000,745.1493,2015,jan
0,1,1,12,39,5,2,1,2219.1346,3,2173.4075,0.0000,0.0000,2173.4075,2022,jan
16980,1,1,15,35,1,1,1,3943.8126,5,3628.7741,5956.4448,0.0000,4018.8111,2023,jan
0,5,1,2,-1,-1,2,-1,0.0000,2,1300.7614,0.0000,0.0000,1300.7614,2012,jan
35620,1,1,12,-1,-1,1,-1,0.0000,4,2973.2423,0.0000,0.0000,2973.2423,2012,jan
0,1,1,15,42,1,2,1,3165.3703,4,3170.1232,4480.5982,0.0000,3170.1232,2014,jan
29540,5,1,7,39,5,2,3,3169.6094,2,3130.8981,0.0000,0.0000,3130.8981,2017,jan
38060,1,1,14,40,1,2,6,4480.7323,2,4400.8819,6527.7356,0.0000,4400.8819,2023,jan
40060,1,2,8,39,1,1,6,3828.1418,1,3804.1144,5349.9429,15243.6645,3804.1144,2011,jan
10420,1,2,3,39,7,2,3,4038.1029,4,3858.0701,5590.5057,0.0000,3858.0701,2019,jan
33100,1,1,8,39,5,2,3,3396.4678,1,3339.8674,4697.2930,0.0000,3339.8674,2011,jan
26420,1,2,5,43,5,1,6,3347.0346,1,3305.2376,4704.2555,13378.9475,3305.2376,2018,jan
0,1,2,12,40,1,2,6,946.6187,3,963.0371,1359.7160,0.0000,963.0371,2013,jan
41420,1,2,8,39,4,2,6,1656.8507,2,1832.1785,2584.2603,0.0000,1832.1785,2012,jan
12260,1,1,12,37,6,2,3,4194.2340,4,4211.8282,6032.0919,0.0000,4211.8282,2015,jan
41740,1,1,10,40,5,2,3,4029.6116,4,4089.1622,5925.3677,16179.7004,4089.1622,2019,jan
0,1,1,13,40,1,2,1,1169.5307,2,1183.0390,0.0000,0.0000,1183.0390,2011,jan
0,1,-1,9,39,1,1,6,6999.8513,1,7281.0371,10791.5454,0.0000,7281.0371,2024,jan
31100,1,2,10,44,1,2,5,3210.1560,1,3315.1175,4685.5307,13267.8574,3315.1175,2014,jan
37980,1,1,11,40,4,1,1,2887.7524,4,3663.9430,4840.4027,12672.2112,3382.0447,2015,jan
77200,1,1,11,40,1,1,1,467.0770,2,388.8363,0.0000,0.0000,469.7838,2013,jan
0,1,1,11,42,1,2,1,739.3185,3,739.1091,1061.1869,0.0000,739.1091,2016,jan
33460,1,1,14,40,1,2,1,1681.0494,5,1684.8374,2381.3206,6518.4153,1684.8374,2014,jan
14460,1,3,15,44,1,1,6,1397.9739,2,1382.8624,2069.3291,5544.8776,1382.8624,2022,jan
0,1,1,16,39,1,1,6,1557.0140,3,1599.9589,2289.8708,0.0000,1599.9589,2015,jan
0,1,1,5,39,1,2,4,1125.8032,3,1112.5687,1572.4857,4503.3681,1112.5687,2014,jan
43340,1,1,14,41,1,1,1,1606.3794,4,1300.0411,2292.7309,6599.7263,1610.8862,2018,jan
35620,1,2,1,43,7,2,1,3251.8082,5,3287.4604,4623.5862,0.0000,3287.4604,2011,jan
16980,1,1,16,40,7,2,1,3193.5229,3,3171.4297,4482.4448,0.0000,3171.4297,2014,jan
47900,1,1,15,43,1,2,1,2069.1120,3,2099.7948,2961.7291,0.0000,2099.7948,2012,jan
45300,1,2,2,-1,-1,1,-1,0.0000,3,5530.6878,0.0000,0.0000,5530.6878,2014,jan
71650,1,1,10,39,1,1,1,454.6743,2,475.7481,642.8727,0.0000,454.4294,2013,jan
47900,1,1,16,-1,-1,1,-1,0.0000,4,3363.1095,0.0000,0.0000,3363.1095,2023,jan
35620,1,-1,13,43,1,2,2,4268.7008,1,4397.9168,0.0000,0.0000,4397.9168,2024,jan
19100,1,1,15,40,1,2,6,4211.2020,2,4241.8856,6349.5301,16323.2673,4241.8856,2022,jan
77200,1,1,12,39,1,1,4,443.7407,3,450.1161,0.0000,0.0000,450.1161,2010,jan
0,5,1,8,39,1,2,4,2334.4713,4,2385.7632,3373.5670,0.0000,2385.7632,2010,jan
16740,1,1,7,36,6,1,6,1934.7646,5,1988.6855,2972.4882,7819.4325,1988.6855,2021,jan
45780,1,1,15,40,5,1,1,3566.4604,3,3224.8066,0.0000,0.0000,3560.2678,2018,jan
41940,1,2,9,43,1,2,6,7497.4815,3,7637.0550,10782.7886,0.0000,7637.0550,2013,jan
10740,1,1,16,45,1,1,1,1478.9410,4,1446.9942,2175.1406,0.0000,1537.5484,2013,jan
35620,1,2,16,40,1,1,2,3835.4945,2,3805.6661,0.0000,0.0000,3805.6661,2012,jan
0,1,2,12,-1,-1,1,-1,0.0000,8,2285.9449,0.0000,0.0000,2285.9449,2018,jan
0,1,2,4,39,1,1,5,3863.3395,2,3854.5350,5440.1828,0.0000,3854.5350,2014,jan
14260,1,2,8,39,1,2,5,1036.0188,3,1004.2498,1455.2002,4054.6203,1004.2498,2019,jan
16980,1,2,4,40,1,1,6,3208.9273,3,3261.5299,4612.5599,13012.7972,3261.5299,2010,jan
0,1,2,12,36,6,2,6,782.5385,3,787.9751,1137.1395,0.0000,787.9751,2020,jan
42660,1,1,14,44,1,2,6,2755.2438,1,2787.6889,0.0000,0.0000,2787.6889,2015,jan
12580,1,1,2,39,7,2,1,3465.5896,2,3362.6524,4855.6634,0.0000,3362.6524,2017,jan
30460,1,2,8,39,1,1,4,1879.1676,2,1941.5146,0.0000,0.0000,1941.5146,2011,jan
33700,1,2,8,43,7,2,6,7201.0656,4,7214.8868,10802.7635,0.0000,7214.8868,2021,jan
41180,1,2,11,43,1,1,6,4130.9588,1,4176.1359,6189.6222,16557.9363,4176.1359,2023,jan
37980,1,1,12,43,1,1,6,819.7493,2,806.9988,1157.1120,0.0000,806.9988,2016,jan
16740,1,1,15,-1,-1,2,-1,0.0000,6,3144.7237,0.0000,0.0000,3144.7237,2015,jan
41860,1,1,7,40,7,2,6,4002.8662,4,3936.1738,0.0000,0.0000,3936.1738,2011,jan
0,1,-1,14,-1,-1,2,-1,0.0000,3,5373.9940,0.0000,0.0000,5373.9940,2024,jan
22020,1,1,15,42,1,1,6,409.7782,3,415.3182,587.5428,0.0000,415.3182,2013,jan
0,1,1,7,44,5,1,1,1623.1717,2,1973.1108,0.0000,0.0000,1529.8334,2014,jan
29820,1,-1,10,43,7,1,6,2105.4768,2,2212.9431,3279.9004,0.0000,2212.9431,2024,jan
0,1,1,11,-1,-1,2,-1,0.0000,4,1374.9465,0.0000,0.0000,1374.9465,2022,jan
38220,1,1,13,39,1,1,1,1152.6205,2,1155.0577,1703.6671,0.0000,1175.0279,2019,jan
36100,1,1,5,39,4,2,6,5194.3794,4,5024.4257,7066.5080,0.0000,5024.4257,2011,jan
27140,1,1,16,43,7,2,1,1379.6877,2,1377.8784,1989.6537,0.0000,1377.8784,2017,jan
47900,1,1,15,43,7,2,6,5231.3605,4,5380.8787,8054.4490,20477.7685,5380.8787,2022,jan
12580,1,1,16,39,1,1,4,1658.6666,2,1641.3470,2321.9824,0.0000,1641.3470,2013,jan
47900,1,1,16,-1,-1,1,-1,0.0000,4,461.3152,0.0000,0.0000,461.3152,2021,jan
0,1,1,13,39,1,2,1,1614.9487,3,1616.6609,2312.3278,0.0000,1616.6609,2018,jan
0,1,1,9,39,5,1,1,2840.6641,2,2721.0507,4038.6830,11119.3307,2854.8366,2013,jan
41700,1,1,9,39,1,1,3,3790.2936,2,3809.8772,5422.4954,0.0000,3809.8772,2018,jan
33460,1,2,1,-1,-1,2,-1,0.0000,4,4394.5667,0.0000,0.0000,4394.5667,2017,jan
12940,1,2,14,43,1,1,6,2600.4026,3,2601.2959,0.0000,0.0000,2601.2959,2023,jan
0,1,1,11,43,5,1,1,460.4256,2,383.6171,631.7465,0.0000,447.6237,2012,jan
27140,1,1,12,40,1,2,6,1782.6371,2,1751.4155,2505.0688,0.0000,1751.4155,2018,jan
0,1,1,9,37,5,2,1,657.3398,2,664.2405,0.0000,0.0000,664.2405,2017,jan
15380,1,1,13,41,1,1,1,2818.6862,3,2652.3344,0.0000,0.0000,2767.3844,2011,jan
0,1,1,8,40,5,2,1,623.7352,2,615.2881,868.7278,0.0000,615.2881,2013,jan
20260,1,2,6,37,5,2,6,1452.6009,1,1460.4340,0.0000,0.0000,1460.4340,2014,jan
37980,1,1,15,40,3,2,1,907.2789,4,870.2333,0.0000,4240.6599,870.2333,2021,jan
39140,1,1,13,43,5,1,1,3595.1201,5,3258.6296,5006.1551,0.0000,3452.7708,2019,jan
0,1,1,16,-1,-1,2,-1,0.0000,6,1091.6563,0.0000,0.0000,1091.6563,2019,jan
46520,1,1,16,-1,-1,1,-1,0.0000,4,757.5304,0.0000,0.0000,757.5304,2017,jan
